PROFILE_ID,MONTH_BALANCE,BEGINNING_TOTAL_HOLDINGS_GBP,END_TOTAL_HOLDINGS_GBP,BEGINNING_EQUITY_GBP,END_EQUITY_GBP,BEGINNING_INTEREST_GBP,END_INTEREST_GBP
36456319,2023-03-01,"2,08","2,08",,,,
37781654,2023-04-01,0,20,,,,
37961898,2023-05-01,"164,83","95,51",,,,
35946405,2023-05-01,0,0,,,,
39744312,2023-06-01,0,0,,,,
36223947,2023-04-01,"0,91","0,9",,,,
37599957,2023-04-01,"16,22","12,65",,,,
40002163,2023-06-01,"3,32","207,4",,,,
40244010,2023-06-01,0,40,,,,
36223947,2023-06-01,"0,89","0,89",,,,
37766352,2023-05-01,"11,75","4,76",,,,
39564568,2023-05-01,,0,,,,
35460479,2023-05-01,0,0,,,,
38348550,2023-05-01,,"0,37",,,,
35777736,2023-03-01,"163,71","163,71",,,,
37452710,2023-03-01,,0,,,,
37328049,2023-03-01,0,40,,,,
37593849,2023-05-01,"509,62","62,52",,,,
35502226,2023-04-01,1000,640,,,,
39715886,2023-06-01,40,1,,,,
36601998,2023-04-01,"0,05","0,05",,,,
39955886,2023-05-01,,0,,,,
39723280,2023-05-01,,"219,59",,,,
36455637,2023-02-01,,0,,,,
41395295,2023-06-01,,"258,48",,,,
36665233,2023-06-01,"481,02","220,03",,,,
39303316,2023-06-01,0,0,,,,
41368238,2023-06-01,,"156,7",,,,
36834000,2023-06-01,0,0,,,,
37259412,2023-06-01,0,0,,,,
36514300,2023-06-01,0,0,,,,
39318000,2023-06-01,20,20,,,,
35984356,2023-06-01,0,0,,,,
38450288,2023-06-01,"1155,51","857,51",,,,
40210286,2023-06-01,"61,85","31,91",,,,
38938270,2023-05-01,0,0,,,,
40313153,2023-05-01,,"16,07",,,,
37169340,2023-03-01,"15,58","-0,17",,,,
36472563,2023-03-01,38,0,,,,
36124852,2023-04-01,0,"0,8",,,,
39622165,2023-05-01,,0,,,,
38884907,2023-04-01,,"73,06",,,,
36461445,2023-02-01,,0,,,,
36282827,2023-01-01,,0,,,,
37152489,2023-04-01,"52,5","104,76",,,,
38719577,2023-04-01,,"99,76",,,,
36842139,2023-05-01,30,"101,78",,,,
35394067,2023-05-01,"41,13","138,9",,,,
37681979,2023-05-01,"215,03","271,16",,,,
38036077,2023-05-01,"9,5","9,5",,,,
39278616,2023-05-01,,"44,36",,,,
37227917,2023-02-01,,20,,,,
35613249,2023-01-01,,"87,32",,,,
36834003,2023-02-01,,20,,,,
36475269,2023-03-01,"137,41","5,45",,,,
37376796,2023-04-01,0,0,,,,
37777283,2023-03-01,,"1385,44",,,,
35720039,2023-03-01,"107,49","49,14",,,,
36574953,2023-05-01,1,1,,,,
36754523,2023-05-01,1,1,,,,
40164102,2023-05-01,,0,,,,
39802637,2023-05-01,,"172,58",,,,
35671324,2023-02-01,0,0,,,,
35969379,2023-04-01,"17,01","512,9",,,,
38725424,2023-04-01,,20,,,,
35893958,2023-02-01,"43,5","184,4",,,,
39771960,2023-05-01,,20,,,,
35679379,2023-01-01,,"49,2",,,,
38039219,2023-04-01,0,"2,82",,,,
36768879,2023-05-01,20,20,,,,
37689514,2023-05-01,"0,13",43,,,,
35545205,2023-03-01,"29,18","82,36",,,,
39937264,2023-05-01,,16,,,,
36293852,2023-01-01,,20,,,,
37399862,2023-05-01,0,0,,,,
36380048,2023-04-01,"210,01","208,38",,,,
37794723,2023-05-01,"8,21","8,2",,,,
36667991,2023-04-01,0,"4140,54",,,,
39246173,2023-05-01,200,"0,66",,,,
37344897,2023-05-01,58,0,,,,
39989787,2023-05-01,,0,,,,
35510731,2023-02-01,"14,95","2,71",,,,
35387411,2023-02-01,"4,36","657,28",,,,
38029660,2023-03-01,,0,,,,
36008465,2023-02-01,0,0,,,,
36646917,2023-03-01,"41,57","7250,71",,,,
36278607,2023-03-01,"746,15","950,6",,,,
38725369,2023-04-01,,"3,18",,,,
37246211,2023-05-01,"3,76","14,25",,,,
36818047,2023-04-01,0,10,,,,
36543979,2023-03-01,68,68,,,,
36407067,2023-03-01,0,0,,,,
36170497,2023-01-01,,3,,,,
35807968,2023-02-01,0,0,,,,
37700166,2023-03-01,,"184,48",,,,
37600862,2023-05-01,0,0,,,,
36167684,2023-04-01,,"1,98",,,,
35454346,2023-05-01,0,0,,,,
35850134,2023-04-01,"648,79","648,53",,,,
38054356,2023-03-01,,0,,,,
35773197,2023-03-01,20,20,,,,
37255319,2023-03-01,0,0,,,,
35846580,2023-03-01,"27,73","10,97",,,,
36028803,2023-03-01,0,0,,,,
39645508,2023-05-01,,"17,9",,,,
35457715,2023-02-01,221,"563,49",,,,
35706064,2023-06-01,"33,38","33,38",,,,
39402228,2023-06-01,10,10,,,,
36565190,2023-03-01,"133,15","283,26",,,,
35557797,2023-05-01,"444,81","453,38",,,,
36653488,2023-03-01,0,0,,,,
39864512,2023-05-01,,"790,2",,,,
39153933,2023-06-01,"927,31","936,35",,,,
40221796,2023-06-01,"10514,45","23899,13",,,,
39169376,2023-06-01,0,0,,,,
40043082,2023-06-01,"17,5","17,5",,,,
37552117,2023-06-01,"109,26","36,26",,,,
38058574,2023-05-01,0,0,,,,
36636363,2023-03-01,0,0,,,,
38090676,2023-03-01,,0,,,,
35423163,2023-05-01,"260,71","208,82",,,,
35444514,2023-04-01,0,0,,,,
35728339,2023-02-01,"6,08","6,17",,,,
37411650,2023-05-01,0,0,,,,
37892112,2023-03-01,,55,,,,
38562357,2023-04-01,,0,,,,
37722551,2023-03-01,,20,,,,
38828049,2023-06-01,0,0,,,,
39212683,2023-06-01,0,20,,,,
37015556,2023-02-01,,0,,,,
41122848,2023-06-01,,0,,,,
37473543,2023-06-01,"10,4","10,4",,,,
39071669,2023-06-01,,0,,,,
38388445,2023-06-01,"5,1","5,1",,,,
38768870,2023-05-01,0,0,,,,
38515865,2023-05-01,0,0,,,,
37952251,2023-03-01,,"138,38",,,,
36841223,2023-03-01,"2310,37","5,2",,,,
36856682,2023-03-01,"20,57","0,04",,,,
38525219,2023-06-01,0,0,,,,
37648229,2023-06-01,0,0,,,,
35476847,2023-01-01,,"397,37",,,,
38279678,2023-03-01,,0,,,,
37364403,2023-04-01,0,0,,,,
35404973,2023-01-01,,0,,,,
36335926,2023-06-01,"0,08","0,08",,,,
37405549,2023-06-01,"1559,22","2506,2",,,,
39452068,2023-05-01,,0,,,,
36615045,2023-05-01,0,0,,,,
36577533,2023-04-01,0,0,,,,
36244044,2023-05-01,"45,56","56,8",,,,
37444059,2023-04-01,"19,83","19,77",,,,
37547463,2023-04-01,200,"125,28",,,,
36642506,2023-02-01,,"39,9",,,,
35660388,2023-03-01,0,0,,,,
35432227,2023-04-01,0,0,,,,
39184453,2023-05-01,"10,59","8256,05",,,,
35539304,2023-05-01,0,0,,,,
36176651,2023-01-01,,"45,03",,,,
35521764,2023-05-01,0,0,,,,
40851385,2023-06-01,,0,,,,
35350855,2023-06-01,0,0,,,,
35423163,2023-04-01,"100,75","259,52",,,,
37526548,2023-04-01,"8,09","51,82",,,,
36959852,2023-03-01,"27,62","4,93",,,,
37742405,2023-05-01,"1334,6","1461,73",,,,
40223983,2023-06-01,20,"842,7",,,,
36753338,2023-06-01,"63,08","63,08",,,,
36055986,2023-06-01,"0,67",0,,,,
36868147,2023-06-01,0,0,,,,
36600708,2023-06-01,"158,03","27,27",,,,
35966260,2023-06-01,0,0,,,,
38725369,2023-06-01,"5,69","0,06",,,,
39367734,2023-05-01,0,0,,,,
37386528,2023-06-01,"21,22","5,15",,,,
37490143,2023-06-01,0,0,,,,
36178316,2023-06-01,"0,29","0,29",,,,
38051708,2023-06-01,"170,69","178,05",,,,
39816868,2023-06-01,"329,72","2878,54",,,,
37838460,2023-06-01,"4957,15","7628,2",,,,
38526974,2023-06-01,"25,4","25,22",,,,
35776928,2023-05-01,0,0,,,,
38194865,2023-03-01,,20,,,,
37691105,2023-04-01,0,0,,,,
40574901,2023-06-01,,19,,,,
40210219,2023-06-01,,0,,,,
39058786,2023-06-01,,13,,,,
35754625,2023-05-01,"40,03","39,34",,,,
38766008,2023-06-01,"-3,47","-3,47",,,,
39314229,2023-04-01,,"0,1",,,,
38901867,2023-05-01,0,"8,42",,,,
36022066,2023-03-01,"0,34","1,08",,,,
38966858,2023-06-01,"1723,58","547,28",,,,
35799224,2023-01-01,,0,,,,
37807722,2023-04-01,0,0,,,,
35811643,2023-03-01,0,"363,65",,,,
35711228,2023-01-01,,0,,,,
36599763,2023-03-01,20,20,,,,
40304681,2023-06-01,20,20,,,,
38388449,2023-06-01,"164,98","482,06",,,,
36260521,2023-04-01,"11,02","11,02",,,,
35464719,2023-04-01,1,1,,,,
35633171,2023-06-01,"3,09",0,,,,
38772540,2023-05-01,"19,67","19,57",,,,
38833664,2023-04-01,,"34,97",,,,
39396894,2023-06-01,"15,49","15,49",,,,
39328382,2023-05-01,11,"360,52",,,,
37832854,2023-04-01,23,10016,,,,
39041479,2023-05-01,"0,01","0,01",,,,
35863613,2023-01-01,,0,,,,
37059995,2023-05-01,0,0,,,,
37464183,2023-05-01,20,"5,68",,,,
38593711,2023-05-01,0,"12,55",,,,
35969861,2023-02-01,0,0,,,,
37888403,2023-06-01,0,0,,,,
35727681,2023-06-01,0,0,,,,
40223840,2023-06-01,,"18673,82",,,,
39891241,2023-06-01,0,"5514,08",,,,
39794033,2023-06-01,"2704,45","291,39",,,,
37055274,2023-06-01,"3,45","3,45",,,,
38181655,2023-06-01,0,0,,,,
36029474,2023-01-01,,0,,,,
39999161,2023-05-01,,0,,,,
36950227,2023-04-01,621,621,,,,
36279743,2023-03-01,20,40,,,,
36866958,2023-03-01,,0,,,,
36925571,2023-03-01,0,0,,,,
36266050,2023-02-01,"299,24","301,18",,,,
36789902,2023-04-01,"3,1",2,,,,
36111851,2023-05-01,2,"1,96",,,,
39467271,2023-06-01,"119,07","28,13",,,,
39227626,2023-06-01,"10,84","42,01",,,,
37331080,2023-03-01,0,0,,,,
37161002,2023-05-01,"2,68","2,79",,,,
35517573,2023-06-01,"511,08","512,09",,,,
36823098,2023-06-01,"130,59","10,17",,,,
36599988,2023-06-01,20,20,,,,
39569911,2023-05-01,,"340,67",,,,
37827440,2023-06-01,20,20,,,,
37032787,2023-06-01,"0,24","0,24",,,,
40665536,2023-06-01,,10,,,,
39976506,2023-06-01,"26,24","2602,16",,,,
36841223,2023-04-01,"123,27","103,27",,,,
36289199,2023-05-01,0,0,,,,
40095461,2023-05-01,,0,,,,
36359434,2023-03-01,0,"0,57",,,,
36896462,2023-05-01,40,40,,,,
39757511,2023-05-01,,0,,,,
36648971,2023-05-01,"164,18","57,16",,,,
36378664,2023-05-01,5,5,,,,
36737958,2023-04-01,"1,62","1,59",,,,
36102936,2023-02-01,0,0,,,,
39773380,2023-06-01,"35,14","35,07",,,,
41129468,2023-06-01,,0,,,,
35827721,2023-06-01,0,0,,,,
38448846,2023-06-01,0,0,,,,
36263205,2023-04-01,0,0,,,,
35551504,2023-01-01,,0,,,,
40338698,2023-05-01,,"0,75",,,,
35743624,2023-04-01,0,"836,44",,,,
37952489,2023-04-01,"25,02","317,81",,,,
39590443,2023-05-01,,"545,76",,,,
38279678,2023-05-01,0,0,,,,
35886532,2023-06-01,"0,88","0,87",,,,
36227729,2023-05-01,20,20,,,,
35842530,2023-03-01,"92,58","92,58",,,,
36504161,2023-06-01,0,0,,,,
35842776,2023-06-01,0,0,,,,
39616466,2023-06-01,20,20,,,,
38567257,2023-06-01,"735,67","643,32",,,,
36823098,2023-03-01,"15,55","1,2",,,,
35611271,2023-04-01,0,0,,,,
36492233,2023-03-01,"4,26","20,35",,,,
37968845,2023-05-01,,"21,93",,,,
37797756,2023-04-01,"0,99","0,97",,,,
37586664,2023-06-01,0,0,,,,
35553156,2023-03-01,"6,12","5,96",,,,
35484944,2023-06-01,"132,97","518,23",,,,
40300034,2023-06-01,0,"76,74",,,,
37629205,2023-03-01,,38,,,,
40927056,2023-06-01,,"145,22",,,,
38632149,2023-05-01,20,20,,,,
36280745,2023-02-01,,"128,5",,,,
40415097,2023-06-01,,"224,65",,,,
39261743,2023-05-01,"43,93","91,94",,,,
36351551,2023-06-01,"9,98","9,98",,,,
36330481,2023-01-01,,0,,,,
40808700,2023-06-01,,"0,1",,,,
38155969,2023-06-01,"277,31","181,24",,,,
38942735,2023-06-01,"1,72","1,72",,,,
39110201,2023-04-01,,0,,,,
40133000,2023-05-01,,0,,,,
35685743,2023-04-01,"83,54","333,71",,,,
35555601,2023-05-01,"157,84","7,46",,,,
35955965,2023-03-01,0,0,,,,
35827888,2023-04-01,0,0,,,,
36129544,2023-01-01,,20,,,,
36294023,2023-05-01,500,500,,,,
38781827,2023-05-01,"3,58","0,61",,,,
38064573,2023-05-01,0,0,,,,
41335904,2023-06-01,,20,,,,
36582206,2023-03-01,"2884,92","593,41",,,,
37173552,2023-03-01,,0,,,,
35531494,2023-01-01,,"5,9",,,,
39460137,2023-06-01,0,20,,,,
36768879,2023-02-01,,20,,,,
36569394,2023-04-01,"406,03","545,01",,,,
38464824,2023-06-01,"0,67","0,93",,,,
35673121,2023-04-01,"321,95","9391,95",,,"321,95","9391,95"
36049562,2023-05-01,0,0,,,,
35611271,2023-01-01,,20,,,,
37783611,2023-04-01,"57,71","63,85",,,,
38180306,2023-03-01,,0,,,,
37797756,2023-05-01,"0,98","0,98",,,,
38169396,2023-04-01,"0,01",0,,,,
36984095,2023-02-01,,0,,,,
37301444,2023-06-01,"19,96","19,95",,,,
35899777,2023-04-01,0,0,,,,
35866310,2023-04-01,40,"308,01",,,,
35523915,2023-04-01,0,0,,,,
36235944,2023-03-01,"325,78","382,92",,,,
39038506,2023-04-01,,"0,8",,,,
39482075,2023-05-01,,0,,,,
36975834,2023-05-01,"1008,96","43,94",,,,
36668280,2023-04-01,0,"11,32",,,,
35806796,2023-04-01,20,20,,,,
35654709,2023-01-01,,"25,25",,,,
38122971,2023-03-01,,"29,59",,,,
38105924,2023-03-01,,20,,,,
37867097,2023-03-01,,"199,92",,,,
36101625,2023-05-01,0,0,,,,
38444614,2023-04-01,,20,,,,
36581263,2023-04-01,"129,76","129,76",,,,
37709611,2023-03-01,,13,,,,
36959852,2023-05-01,"2,98","2,98",,,,
35692943,2023-02-01,1,1,,,,
41123354,2023-06-01,,0,,,,
36605227,2023-02-01,,"50,01",,,,
35442829,2023-05-01,"1,29","1,29",,,,
38060987,2023-04-01,"4,87","4,78",,,,
36599763,2023-02-01,,20,,,,
36103798,2023-03-01,1,1,,,,
38281632,2023-06-01,20,20,,,,
37809352,2023-05-01,"294,69","7,6",,,,
36014275,2023-01-01,,"2,63",,,,
36026002,2023-04-01,"33,52","279,11",,,,
36962334,2023-06-01,0,0,,,,
35387411,2023-04-01,"709,98",705,,,,
36747117,2023-05-01,0,0,,,,
35432595,2023-06-01,,"30,4",,"10,39",,"20,01"
36404855,2023-06-01,0,10,,,,
37457472,2023-06-01,0,0,,,,
37261694,2023-05-01,"548,94","1482,31",,,,
35659048,2023-05-01,"90,13","110,93",,,,
36888372,2023-05-01,10,20,,,,
35670580,2023-01-01,,"38,8",,,,
37450204,2023-03-01,,"0,33",,,,
35852182,2023-04-01,0,0,,,,
36697699,2023-06-01,"2945,28","5140,75",,,,
41036684,2023-06-01,,0,,,,
39951292,2023-05-01,,"75,7",,,,
35726884,2023-05-01,"87,38","112,72",,,,
37876980,2023-05-01,"1,3",0,,,,
35459497,2023-04-01,"451,84","473,18",,,,
39108084,2023-05-01,30,"141,7",,,,
40893844,2023-06-01,,20,,,,
41396934,2023-06-01,,0,,,,
36448373,2023-05-01,0,"26,13",,,,
35705093,2023-05-01,0,50,,,,
40307989,2023-06-01,"493,11","493,06",,,,
39042781,2023-06-01,"42,88","18,56",,,,
40190556,2023-05-01,,"271,7",,,,
35639429,2023-02-01,20,"117,27",,,,
35846580,2023-01-01,,"12,05",,,,
37330751,2023-05-01,"1140,79","678,73",,,,
37140530,2023-04-01,10,10,,,,
39078832,2023-04-01,,3,,,,
35972725,2023-05-01,"17,44","17,44",,,,
35454346,2023-02-01,0,0,,,,
38947576,2023-05-01,"143,84","169,65",,,,
36756997,2023-03-01,0,"167,82",,,,
38034202,2023-05-01,20,20,,,,
37755599,2023-03-01,,0,,,,
36646917,2023-06-01,"3135,76","3114,64",,,,
36928201,2023-06-01,40,20,,,,
40844839,2023-06-01,,"169,52",,,,
35670689,2023-02-01,0,0,,,,
37385129,2023-04-01,0,0,,,,
36772563,2023-05-01,0,0,,,,
35935298,2023-01-01,,"423,83",,,,
35527256,2023-05-01,511,511,,,,
38254758,2023-04-01,0,0,,,,
35746707,2023-05-01,0,0,,,,
38125534,2023-06-01,0,0,,,,
38379648,2023-04-01,,0,,,,
35496000,2023-06-01,0,0,,,,
35826396,2023-06-01,0,0,,,,
37478951,2023-06-01,0,0,,,,
40838669,2023-06-01,,0,,,,
35564461,2023-03-01,"33,21","27,2",,,,
37478916,2023-03-01,,"224,81",,,,
38619302,2023-05-01,"0,94","0,1",,,,
37651576,2023-06-01,"3,95","3,95",,,,
39841042,2023-05-01,,0,,,,
35615821,2023-04-01,"407,95","258,7",,,,
36137229,2023-05-01,"8,91","364,76",,,,
35614617,2023-02-01,0,0,,,,
36200161,2023-01-01,,5,,,,
40516316,2023-06-01,,0,,,,
38130247,2023-06-01,0,0,,,,
35490245,2023-05-01,0,0,,,,
37374668,2023-06-01,0,0,,,,
41400056,2023-06-01,,2,,,,
37777283,2023-06-01,"2016,82","1490,44",,,,
39887207,2023-06-01,0,0,,,,
38510302,2023-06-01,"-1,25","1,79",,,,
37876065,2023-06-01,"685,61","489,38",,,,
37063821,2023-06-01,0,0,,,,
40239967,2023-06-01,13,13,,,,
36578514,2023-06-01,20,20,,,,
40239346,2023-05-01,,0,,,,
35550103,2023-03-01,"117,5","389,74",,,,
37961898,2023-06-01,"95,49","95,77",,,,
39050666,2023-06-01,"3,86","1503,86",,,,
39957866,2023-06-01,100,"4374,16",,,,
35990112,2023-06-01,"247,47","248,13",,,,
37405066,2023-06-01,"654112,61","656602,88",,,"654112,61","656602,88"
38076574,2023-04-01,,"79,93",,,,
37163903,2023-05-01,1000,1000,,,,
37477708,2023-05-01,"23,02","1,03",,,,
36236094,2023-01-01,,0,,,,
35527256,2023-03-01,11,511,,,,
37949384,2023-05-01,"-1,9","-1,9",,,,
36477230,2023-03-01,"1,82","9,22",,,,
38182811,2023-04-01,"7,5","588,48",,,,
38064540,2023-05-01,0,0,,,,
40042960,2023-05-01,,20,,,,
39530375,2023-05-01,,"1070,03",,,,
36192219,2023-04-01,0,0,,,,
36002496,2023-03-01,"1,25","1,24",,,,
39384771,2023-06-01,35,35,,,,
35981211,2023-06-01,"27,14","23,81",,,,
39733876,2023-05-01,,513,,,,
36923529,2023-04-01,"0,01","0,01",,,,
37916001,2023-04-01,"1715,62","567,38",,,,
36279860,2023-02-01,"75002,13","176377,55",,,"75002,26","176376,68"
35592280,2023-01-01,,0,,,,
37786070,2023-03-01,,20,,,,
37089861,2023-05-01,"7444,65","7366,97",,,,
35981211,2023-02-01,"86,32","4,19",,,,
36322796,2023-02-01,"0,07","0,07",,,,
37586950,2023-03-01,,0,,,,
38126838,2023-03-01,,20,,,,
36127033,2023-01-01,,0,,,,
35952261,2023-05-01,"1753,58","864,11",,,,
40576471,2023-06-01,,0,,,,
35638777,2023-02-01,"128,88","49,27",,,,
38374132,2023-04-01,20,"14,18",,,,
37472913,2023-03-01,,"7,32",,,,
35827999,2023-04-01,0,0,,,,
35415321,2023-01-01,,0,,,,
36295058,2023-04-01,"293,87","322,81",,,,
36293124,2023-04-01,0,0,,,,
39597861,2023-05-01,,"37,14",,,,
35643109,2023-05-01,0,0,,,,
36564598,2023-03-01,0,0,,,,
35975228,2023-03-01,"20165,31","20166,45",,,"20064,67","20105,73"
37258229,2023-06-01,"2982,57","3360,1",,,,
40362482,2023-06-01,180,"6452,32",,,,
36064939,2023-01-01,,"128,44",,,,
40401869,2023-06-01,,"745,68",,,,
40198260,2023-05-01,,"0,09",,,,
36729256,2023-03-01,0,"177,46",,,,
38338909,2023-03-01,,20,,,,
35667923,2023-03-01,"18,86","620,44",,,,
36333445,2023-04-01,"76,29","135,69",,,,
36096176,2023-05-01,0,0,,,,
36306684,2023-05-01,20,"2427,67",,,,
36465448,2023-06-01,100,100,,,,
37860412,2023-06-01,20,20,,,,
35921663,2023-06-01,"0,2","0,06",,,,
37417349,2023-03-01,,"105,65",,,,
36640737,2023-05-01,"113107,06","55037,16",,,,
39250663,2023-05-01,0,0,,,,
36058041,2023-01-01,,20,,,,
39371020,2023-05-01,,"91,06",,,,
36663967,2023-03-01,0,0,,,,
38005768,2023-05-01,20,20,,,,
35850145,2023-03-01,0,0,,,,
37028609,2023-06-01,0,0,,,,
36391218,2023-06-01,"0,09","0,09",,,,
38135830,2023-03-01,,20,,,,
37207519,2023-02-01,,0,,,,
39848276,2023-06-01,"77,79",0,,,,
36359434,2023-06-01,"17,58","2,98",,,,
37963746,2023-06-01,"204,49","205,02",,,,
37266501,2023-06-01,"250,14","4782,13",,,,
37247939,2023-02-01,,0,,,,
38263821,2023-04-01,,20,,,,
37872435,2023-06-01,0,0,,,,
35840028,2023-06-01,0,0,,,,
36926152,2023-02-01,,0,,,,
39333309,2023-04-01,,15,,,,
38785114,2023-04-01,,0,,,,
38336984,2023-04-01,20,"3,42",,,,
37062026,2023-06-01,20,"39,53",,,,
40115707,2023-06-01,"260,41","1203,77",,,,
37520158,2023-04-01,,"13,41",,,,
39471890,2023-06-01,"2037,77","50,01",,,,
36858860,2023-06-01,31,2,,,,
39155440,2023-06-01,70,70,,,,
40974328,2023-06-01,,"0,06",,,,
39101896,2023-05-01,0,0,,,,
36735885,2023-06-01,20,20,,,,
39246148,2023-06-01,"156,51","912,6",,,,
36383267,2023-02-01,,"19,12",,,,
40389827,2023-06-01,,470,,,,
35444734,2023-06-01,20,20,,,,
35883415,2023-03-01,0,0,,,,
37694495,2023-04-01,"46,66","239,52",,,,
37208867,2023-06-01,"7,5","7,5",,,,
39842752,2023-06-01,0,0,,,,
35942286,2023-06-01,"102,21","102,21",,,,
37659827,2023-06-01,0,0,,,,
36038802,2023-04-01,"0,19","0,19",,,,
36651702,2023-02-01,,0,,,,
39723029,2023-05-01,,"0,34",,,,
36946651,2023-02-01,,"195,19",,,,
35460684,2023-04-01,5,5,,,,
38105806,2023-03-01,,"1000,55",,,,"1000,55"
38832052,2023-06-01,20,0,,,,
35350855,2023-01-01,0,0,,,,
36013113,2023-02-01,0,"5079,9",,,,
36986102,2023-02-01,,0,,,,
37113506,2023-02-01,,"273,56",,,,
37125334,2023-03-01,0,"1655,91",,,,
35616685,2023-01-01,,"8824,02",,,,
38528824,2023-04-01,,"42,75",,,,
37544582,2023-05-01,"30,2",522,,,,
35553156,2023-02-01,"2,01","6,11",,,,
40454204,2023-06-01,,"0,66",,,,
38395012,2023-04-01,,"3,01",,,,
36029451,2023-04-01,"924,47",0,,,,
35980060,2023-05-01,"7,6","7,6",,,,
36098701,2023-02-01,20,20,,,,
35641618,2023-02-01,0,0,,,,
37766499,2023-04-01,"4,96",0,,,,
35764356,2023-03-01,0,2,,,,
40317809,2023-05-01,,"17,38",,,,
35632723,2023-04-01,"549,27","811,02",,,,
37012119,2023-04-01,20,20,,,,
38420579,2023-04-01,,0,,,,
37324592,2023-03-01,20,20,,,,
36365440,2023-03-01,0,0,,,,
35615398,2023-03-01,0,0,,,,
36565373,2023-02-01,,0,,,,
38897287,2023-04-01,,"17,01",,,,
35950337,2023-03-01,"0,45","0,45",,,,
35854005,2023-03-01,"6,93","5,93",,,,
35831076,2023-05-01,0,0,,,,
39194088,2023-06-01,"2,71","2,69",,,,
35599108,2023-03-01,"39,6","0,38","3,82","0,24","17,75","0,14"
38372707,2023-06-01,0,0,,,,
39881916,2023-06-01,"1440,06","333,35",,,,
36365440,2023-06-01,0,0,,,,
40177047,2023-06-01,"4,41","184,8",,,,
37029048,2023-06-01,"7,67","7,62",,,,
38456529,2023-04-01,,100,,,,
38193011,2023-06-01,,"35,79",,,,
41078886,2023-06-01,,11,,,,
38100795,2023-06-01,0,0,,,,
36735885,2023-03-01,20,20,,,,
35496000,2023-02-01,0,0,,,,
35808603,2023-02-01,0,0,,,,
37904844,2023-03-01,,0,,,,
35987113,2023-01-01,,10,,,,
37610626,2023-06-01,"4,89","1,15",,,,
38726890,2023-06-01,0,0,,,,
35799224,2023-03-01,6780,"5497,22",,,,
36036445,2023-02-01,"2018,09","1793,49",,,,
39742473,2023-05-01,,60,,,,
36476601,2023-03-01,5,0,,,,
37960947,2023-04-01,"262,91","255,32",,,,
38038465,2023-05-01,"4,25","4,25",,,,
37685963,2023-06-01,20,20,,,,
38035426,2023-05-01,"4192,81","0,2",,,,
37181138,2023-03-01,0,0,,,,
35546152,2023-01-01,,0,,,,
36636774,2023-04-01,0,0,,,,
37907633,2023-03-01,,0,,,,
37693077,2023-06-01,"22,45","206,08",,,,
38623262,2023-06-01,0,"1,26",,,,
39417756,2023-06-01,"38,54","34,77",,,,
40907933,2023-06-01,,20,,,,
37160316,2023-06-01,"0,02","0,02",,,,
36333875,2023-01-01,,"2,78",,,,
37658653,2023-05-01,"0,01","0,01",,,,
36104027,2023-01-01,,"49,4",,,,
35848961,2023-03-01,"238,69","277,24",,,,
39514058,2023-05-01,,"199,64",,,,
36178316,2023-04-01,"45,89","12,68",,,,
36436579,2023-04-01,0,0,,,,
36100686,2023-03-01,"1,62","36,85",,,,
37022390,2023-05-01,0,0,,,,
35491762,2023-03-01,"1168,83","1616,7",,,,
38181233,2023-04-01,"10,95","10,95",,,,
38440606,2023-04-01,,"48,84",,,,
39018861,2023-04-01,,0,,,,
38127603,2023-05-01,40,40,,,,
39547184,2023-05-01,,0,,,,
36819780,2023-05-01,20,20,,,,
39358207,2023-04-01,,0,,,,
36622221,2023-04-01,"21,68","7,79",,,,
36811726,2023-05-01,"523,4","295,76",,,,
37760169,2023-05-01,"598,93",0,,,,
38127550,2023-04-01,20,20,,,,
37557723,2023-03-01,,"0,73",,,,
37770454,2023-04-01,,0,,,,
37910100,2023-03-01,,0,,,,
35356349,2023-04-01,"278,85","278,68",,,,
36765639,2023-03-01,"6,16","0,08",,,,
40023894,2023-06-01,"128,86","6,05",,,,
35632723,2023-02-01,"2028,14","836,65",,,,
37577901,2023-03-01,,"4,62",,,,
40905442,2023-06-01,,220,,,,
39869355,2023-06-01,"1305,93","651,52",,,,
38281762,2023-06-01,0,"1,15",,,,
36600897,2023-03-01,,20,,,,
37713161,2023-03-01,,"7318,09",,,,
35704820,2023-05-01,"5,3","5,3",,,,
35380702,2023-01-01,,"17,67",,,,
35636353,2023-01-01,,0,,,,
36335293,2023-04-01,13,13,,,,
39015166,2023-05-01,100,100,,,,
36468576,2023-03-01,"760,85","15,71",,,,
36187042,2023-05-01,"78,04","208,12",,,,
36348604,2023-02-01,20,20,,,,
36227729,2023-01-01,,20,,,,
40210286,2023-05-01,,100,,,,
36834578,2023-02-01,,"7,5",,,,
35640199,2023-01-01,,"20,8",,,,
37294676,2023-04-01,"2350,55","3637,38",,,,
37095113,2023-04-01,0,0,,,,
35363978,2023-05-01,0,0,,,,
38127550,2023-05-01,20,20,,,,
37952107,2023-04-01,20,20,,,,
35348995,2023-04-01,0,0,,,,
40185153,2023-05-01,,"51,41",,,,
35491590,2023-03-01,"66,46","66,1",,,,
39125546,2023-04-01,,0,,,,
36227729,2023-04-01,20,20,,,,
37365031,2023-03-01,,20,,,,
36438145,2023-03-01,20,20,,,,
38965654,2023-04-01,,"633,73",,,,
39340673,2023-04-01,,17,,,,
38865609,2023-05-01,"19,77","3,49",,,,
37302730,2023-02-01,,25,,,,
